#x  Curve1
0.100222  0.99704
0.110287  0.9789
0.120811  0.98157
0.130651  0.96341
0.140728  0.96803
0.150346  0.95085
0.160188  0.93665
0.171154  0.92846
0.180529  0.87858
0.189893  0.8089
0.199951  0.77887
0.209773  0.72804
0.219595  0.67621
