3.311217213368884693e-02 -4.917966936947955163e-03 9.643936416856300001e-03
4.966825820053327040e-02 -4.001396649897567999e-03 8.119115872454068725e-03
6.622434426737769386e-02 -6.275003038582247124e-03 6.894546469729885725e-03
9.189557884293421408e-02 6.999623417441744322e-03 1.015691227358468847e-02
1.456563527004402503e-01 1.015648540006978545e-01 4.520725607920677430e-02
1.635146028399578344e-01 1.455536402963638898e-01 6.191285190606102967e-02
1.986730328021330816e-01 5.720343619264884882e-01 7.485037139388003857e-02
3.167979165374837369e-01 3.541525679116792613e+00 4.397964347933978890e-02
3.582811434240714132e-01 4.457234181599881495e+00 4.433085034567735283e-02
4.778942146710485339e-01 6.426868751152676751e+00 3.190225495458947486e-02
5.831834811186209500e-01 7.377960964975767588e+00 2.588139630543919573e-02
